category,name,address,city,state,state_short,phone,website,rating,bid,source_url,email
Animal Hospital,Salt Creek Veterinary Hospital,6420 US-180 West,Albany,,TX,(325) 762-6090,https://www.saltcreekvet.com,4.8,43055001,https://wowvets.com/animal-hospital-near-me/albany-tx,
Animal Hospital,Fairview Veterinary Clinic,1961 E Main St,Albemarle,,NC,(704) 983-6168,https://www.fairviewveterinaryclinic.com,4.8,33207002,https://wowvets.com/animal-hospital-near-me/albemarle-nc,admin@fairviewveterinaryclinic.com
Animal Hospital,McCrory Animal Clinic,1133 AL-75,Albertville,,AL,(256) 878-3131,https://www.mccroryanimalclinicalbertville.com,4.8,01016002,https://wowvets.com/animal-hospital-near-me/albertville-al,mccroryanimalclinic1133@gmail.com
Animal Hospital,Pet Nation Veterinary Care Center,5279 Kyler Ave,Albertville,,MN,(763) 497-2075,https://www.petnationmn.com,4.8,23034002,https://wowvets.com/animal-hospital-near-me/albertville-mn,info@petnationmn.com
Animal Hospital,Animal Health Center of Albia,1976 684th Ave,Albia,,IA,(641) 932-3455,https://www.animalhealthcenteria.com,4.8,15036002,https://wowvets.com/animal-hospital-near-me/albia-ia,
Animal Hospital,Albion Veterinary Clinic,360 N 4th St,Albion,,IL,(618) 445-2511,,4.8,13020002,https://wowvets.com/animal-hospital-near-me/albion-il,
Animal Hospital,Albion Veterinary Clinic,111 E Park Dr,Albion,,IN,(260) 636-7559,https://www.albionvet.com,4.8,14025001,https://wowvets.com/animal-hospital-near-me/albion-in,albionvetclinic@gmail.com
Animal Hospital,Five Points Animal Hospital,1506 E Michigan Ave,Albion,,MI,(517) 629-5549,,4.8,22027002,https://wowvets.com/animal-hospital-near-me/albion-mi,
Animal Hospital,Albion Animal Center,11 Wells Ave,Albion,,PA,(814) 756-4441,https://www.albionanimalcenter.com,4.8,38089001,https://wowvets.com/animal-hospital-near-me/albion-pa,
Animal Hospital,Academy Pet Hospital,6000 Academy Rd NE,Albuquerque,,NM,(505) 822-0255,https://www.academypet.com,4.8,31005024,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,Aztec Animal Clinic,4340 Coal Ave SE,Albuquerque,,NM,(505) 265-4939,https://www.aztecanimalclinic.com,4.8,31005019,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,Baton Veterian Hospital,Yale Blvd SE,Albuquerque,,NM,,,4.8,31005050,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,Ponderosa Animal Clinic,5201 Ponderosa Ave NE,Albuquerque,,NM,(505) 881-8990,,4.8,31005057,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,Rio Bravo Veterinary Hospital,240 Rio Bravo Blvd SE,Albuquerque,,NM,(505) 877-8370,https://www.riobravovet.com,4.8,31005005,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,reception@riobravovet.com
Animal Hospital,Rio Grande Animal Hospital,1913 Candelaria Rd NW,Albuquerque,,NM,(505) 344-5353,https://www.myriograndevet.com,4.8,31005012,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,info@mysouthwestvet.com
Animal Hospital,South Valley Animal Clinic,4021 Isleta Blvd SW,Albuquerque,,NM,(505) 873-2590,https://www.southvalleyanimalclinic.com,4.8,31005006,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,southvalleyanimalclinic@gmail.com
Animal Hospital,Southwest Veterinary Medical Center,10141 Coors Blvd NW Suite A,Albuquerque,,NM,(505) 890-8810,https://www.mysouthwestvet.com,4.8,31005042,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,TLC Pet Hospital,1300 Wyoming Blvd NE,Albuquerque,,NM,(505) 275-3647,https://www.tlcpethospital.net,4.8,31005020,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,receptiondesk@tlcpethospital.net
Animal Hospital,VCA Veterinary Care Animal Hospital and Referral Center,9901 Montgomery Blvd NE,Albuquerque,,NM,(505) 292-5353,https://www.vcahospitals.com,4.8,31005031,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,VCA West Mesa Animal Hospital,2611 Coors Blvd NW b,Albuquerque,,NM,(505) 836-6048,https://www.vcahospitals.com,4.8,31005046,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,VCA Wyoming Animal Hospital,2740 Wyoming Blvd NE #1,Albuquerque,,NM,(505) 298-7444,https://www.vcahospitals.com,4.8,31005032,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,Veterinary Emergency & Specialty Center of Albuquerque,4000 Montgomery Blvd NE,Albuquerque,,NM,(505) 884-3433,https://www.vescnm.com,4.8,31005008,https://wowvets.com/animal-hospital-near-me/albuquerque-nm,
Animal Hospital,Alburtis Animal Hospital,106 N Main St,Alburtis,,PA,(610) 967-7387,https://www.alburtisvet.com,4.8,38099003,https://wowvets.com/animal-hospital-near-me/alburtis-pa,alburtisvet@gmail.com
Animal Hospital,My Pet's Animal Hospital,3075 Lois Ln,Alcoa,,TN,(865) 984-5620,https://www.mypetsanimalhospital.com,4.8,42041003,https://wowvets.com/animal-hospital-near-me/alcoa-tn,
Animal Hospital,Alden Animal Hospital,11076 Broadway,Alden,,NY,(716) 685-3168,https://www.aldenanimalhospital.com,4.8,32064001,https://wowvets.com/animal-hospital-near-me/alden-ny,aldenanimalhosp@gmail.com
Animal Hospital,Country Village Pet Care Hospital,13269 Broadway,Alden,,NY,(716) 937-4588,https://www.countryvillagepetcare.com,4.8,32064002,https://wowvets.com/animal-hospital-near-me/alden-ny,
Animal Hospital,Aledo Veterinary Clinic,1903 SE 3rd St,Aledo,,IL,(309) 582-2622,https://www.aledovet.net,4.8,13023001,https://wowvets.com/animal-hospital-near-me/aledo-il,aledoveterinaryclinic@gmail.com
Animal Hospital,Alexander City Veterinary Clinic,1068 Airport Dr,Alexander City,,AL,(256) 234-6751,https://www.alexcityvet.com,4.8,01020001,https://wowvets.com/animal-hospital-near-me/alexander-city-al,acvet@alexcityvet.com
Animal Hospital,Wayside Animal Hospital,2630 Dadeville Rd,Alexander City,,AL,(256) 329-9900,https://www.m.facebook.com,4.8,01020003,https://wowvets.com/animal-hospital-near-me/alexander-city-al,
Animal Hospital,Animal Care Associates- Valley Veterinary Clinic,7100 U.S. Hwy 431,Alexandria,,AL,(256) 820-6313,https://www.acavet.net,4.8,01023001,https://wowvets.com/animal-hospital-near-me/alexandria-al,acavet@acavet.net
Animal Hospital,Thousand Island Animal Hospital,42539 NY-12,Alexandria Bay,,NY,(315) 686-5080,https://www.1000islandanimalhospital.com,4.8,32070002,https://wowvets.com/animal-hospital-near-me/alexandria-bay-ny,tiahpc@gmail.com
Animal Hospital,Alexandria Animal Hospital,2310 S Park Ave,Alexandria,,IN,(765) 724-3650,https://www.alexanimalhospital.com,4.8,14028002,https://wowvets.com/animal-hospital-near-me/alexandria-in,
Animal Hospital,Grants Lick Veterinary Hospital,10307 Alexandria Pike,Alexandria,,KY,(859) 635-4138,https://www.grantslickvet.com,4.8,17028003,https://wowvets.com/animal-hospital-near-me/alexandria-ky,
Animal Hospital,Heineke Veterinary Hospital,5 Orlando Dr,Alexandria,,KY,(859) 635-3783,https://www.heinekevet.com,4.8,17028002,https://wowvets.com/animal-hospital-near-me/alexandria-ky,
Animal Hospital,Alexandria Animal Clinic,4801 Masonic Dr,Alexandria,,LA,(318) 442-4222,https://www.myalexandriaanimalclinic.com,4.8,18020001,https://wowvets.com/animal-hospital-near-me/alexandria-la,
Animal Hospital,Douglas County Animal Hospital,3901 MN-29,Alexandria,,MN,(320) 762-1575,,4.8,23042005,https://wowvets.com/animal-hospital-near-me/alexandria-mn,
Animal Hospital,Alexandria Animal Hospital Inc,2367 Johnstown-Alexandria Rd,Alexandria,,OH,(740) 924-3911,https://www.alexandriaanimalhosp.com,4.8,35054003,https://wowvets.com/animal-hospital-near-me/alexandria-oh,
Animal Hospital,Hayfield Animal Hospital,7724 Telegraph Rd,Alexandria,,VA,(571) 429-3973,https://www.hayfieldanimalhospital.com,4.8,46002025,https://wowvets.com/animal-hospital-near-me/alexandria-va,
Animal Hospital,Kingsview Animal Hospital,7025G Manchester Blvd,Alexandria,,VA,(703) 971-9292,https://www.kvanimalhospital.com,4.8,46002018,https://wowvets.com/animal-hospital-near-me/alexandria-va,kingsviewva@verizon.net
Animal Hospital,Paws Purrs & Exotics Animal Hospital,5838A N Kings Hwy,Alexandria,,VA,(703) 549-7297,https://www.ppeah.com,4.8,46002013,https://wowvets.com/animal-hospital-near-me/alexandria-va,info@pawspurrsandexotics.com
Animal Hospital,VCA Alexandria Animal Hospital,2660 Duke St,Alexandria,,VA,(703) 751-2022,https://www.vcahospitals.com,4.8,46002026,https://wowvets.com/animal-hospital-near-me/alexandria-va,
Animal Hospital,VCA Beacon Hill Cat Hospital,6610 Richmond Hwy,Alexandria,,VA,(703) 765-2287,https://www.vcahospitals.com,4.8,46002016,https://wowvets.com/animal-hospital-near-me/alexandria-va,
Animal Hospital,VCA Old Town Animal Hospital,425 N Henry St,Alexandria,,VA,(703) 549-3647,https://www.vcahospitals.com,4.8,46002005,https://wowvets.com/animal-hospital-near-me/alexandria-va,
Animal Hospital,Veterinary Clinic,Veterinary Clinic,Alexandria,,VA,,https://www.vcahospitals.com,4.8,46002010,https://wowvets.com/animal-hospital-near-me/alexandria-va,
Animal Hospital,Meade Manor Pet Clinic,N6785 Moede Ln,Algoma,,WI,(920) 837-2511,,4.8,49046001,https://wowvets.com/animal-hospital-near-me/algoma-wi,
Animal Hospital,Animal Medical Center,2222 US-169,Algona,,IA,(515) 295-5192,,4.8,15047001,https://wowvets.com/animal-hospital-near-me/algona-ia,
Animal Hospital,Algona Animal Hospital,418 Algona Blvd S,Algona,,WA,(253) 939-3900,https://www.algonaanimalhospital.com,4.8,47192001,https://wowvets.com/animal-hospital-near-me/algona-wa,
Animal Hospital,Animal Care Clinic of Fox Valley,230 Stonegate Rd,Algonquin,,IL,(847) 854-8387,https://www.accfoxvalley.com,4.8,13028005,https://wowvets.com/animal-hospital-near-me/algonquin-il,algonquininfo@myanimalcareclinic.com
Animal Hospital,Alhambra Veterinary Hospital,1501 W Mission Rd,Alhambra,,CA,(626) 289-9227,,4.8,05066003,https://wowvets.com/animal-hospital-near-me/alhambra-ca,
Animal Hospital,VCA Mission Animal Hospital,25 W Mission Rd,Alhambra,,CA,(626) 289-3643,https://www.vcahospitals.com,4.8,05066002,https://wowvets.com/animal-hospital-near-me/alhambra-ca,
Animal Hospital,Alamosa Animal Hospital,3926 E Hwy 44,Alice,,TX,(361) 668-0028,https://www.alamosavet.com,4.8,43043002,https://wowvets.com/animal-hospital-near-me/alice-tx,alamosaanimalhospital@gmail.com
Animal Hospital,VCA Five Points Animal Hospital,2057 Brodhead Rd,Aliquippa,,PA,(724) 375-7505,https://www.vcahospitals.com,4.8,38111002,https://wowvets.com/animal-hospital-near-me/aliquippa-pa,
Animal Hospital,Aliso Viejo Animal Hospital,23411 Aliso Viejo Pkwy Suite A,Aliso Viejo,,CA,(949) 426-7700,https://www.alisoviejovet.com,4.8,05070002,https://wowvets.com/animal-hospital-near-me/aliso-viejo-ca,info@alisoviejovet.com
Animal Hospital,Town & Country Veterinary Hospital,2753 116th Ave,Allegan,,MI,(269) 673-5654,https://www.tcvhosp-allegan.com,4.8,22035001,https://wowvets.com/animal-hospital-near-me/allegan-mi,
Animal Hospital,Allen Vet Clinic,510 OK-1,Allen,,OK,(580) 857-2991,,4.8,36043001,https://wowvets.com/animal-hospital-near-me/allen-ok,
Animal Hospital,Affiliated Veterinary Emergency Service,15220 Southfield Rd,Allen Park,,MI,(313) 389-1700,https://www.affiliatedvet.com,4.8,22040003,https://wowvets.com/animal-hospital-near-me/allen-park-mi,
Animal Hospital,Allen Veterinary Centre,1021 W McDermott Dr,Allen,,TX,(972) 396-8387,https://www.allenvetcentre.com,4.8,43060006,https://wowvets.com/animal-hospital-near-me/allen-tx,
Animal Hospital,Allen Veterinary Hospital,803 E Main St Ste. A,Allen,,TX,(972) 727-8383,https://www.allenvethosp.com,4.8,43060004,https://wowvets.com/animal-hospital-near-me/allen-tx,avethospital@gmail.com
Animal Hospital,Bethany Pet Hospital,1113 E Bethany Dr,Allen,,TX,(214) 383-3800,https://www.bethanypethospital.com,4.8,43060002,https://wowvets.com/animal-hospital-near-me/allen-tx,
Animal Hospital,Lucas Veterinary Hospital,800 Country Club Rd,Allen,,TX,(972) 727-8446,https://www.lucasvethospital.com,4.8,43060003,https://wowvets.com/animal-hospital-near-me/allen-tx,lucasveterinary@att.net
Animal Hospital,Lake Michigan Animal Hospital,6857 Lake Michigan Dr,Allendale,,MI,(616) 895-5852,https://www.lakemichigananimalhospital.com,4.8,22041001,https://wowvets.com/animal-hospital-near-me/allendale-mi,contact@lakemichigananimalhospital.com
Animal Hospital,VCA Allendale Animal Hospital,6161 Lake Michigan Dr,Allendale,,MI,(616) 895-7941,https://www.vcahospitals.com,4.8,22041002,https://wowvets.com/animal-hospital-near-me/allendale-mi,
Animal Hospital,Allenstown Animal Hospital,9 River Rd,Allenstown,,NH,(603) 485-7133,https://www.allenstownah.com,4.8,29111001,https://wowvets.com/animal-hospital-near-me/allenstown-nh,
Animal Hospital,Dr. Karen's Critter Care,827 W Wyoming St,Allentown,,PA,(610) 434-7387,https://www.drkarenscrittercare.net,4.8,38100003,https://wowvets.com/animal-hospital-near-me/allentown-pa,
Animal Hospital,Hamilton Animal Care of the Lehigh Valley Veterinary Hospital,4570 W Tilghman St,Allentown,,PA,(610) 395-0707,https://www.hamiltonanimalcare.com,4.8,38100009,https://wowvets.com/animal-hospital-near-me/allentown-pa,
